timestamp,value,metric,owner
2025-06-03 07:14:22,69.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2rpl9
2025-06-03 07:14:23,69.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2rpl9
2025-06-03 07:05:09,9.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:10,32.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:11,63.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:12,97.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:13,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:14,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:15,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:16,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:17,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:18,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:19,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:20,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:21,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:22,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:23,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:24,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:25,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:26,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:27,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:28,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:29,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:30,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:31,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:32,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:33,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:34,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:35,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:36,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:37,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:38,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:39,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:40,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:41,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:42,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:43,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:44,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:45,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:46,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:47,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:48,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:49,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:50,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:51,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:52,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:53,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:54,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:55,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:56,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:57,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:58,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:05:59,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:00,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:01,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:02,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:03,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:04,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:05,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:06,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:07,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:08,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:09,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:10,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:11,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:12,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:13,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:14,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:15,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:16,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:17,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:18,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:19,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:20,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:21,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:22,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:23,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:24,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:25,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:26,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:27,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:28,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:29,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:30,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:31,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:32,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:33,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
2025-06-03 07:06:34,117.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-5mxnb
