timestamp,value,metric,app,instance,job,namespace,pod_template_hash,server_name,world
2025-06-12 19:05:38.262000084,0.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:05:39.262000084,0.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:05:40.262000084,0.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:05:41.262000084,0.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:05:42.262000084,0.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:05:43.262000084,0.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:05:44.262000084,0.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:05:45.262000084,0.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:05:46.262000084,0.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:05:47.262000084,0.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:05:48.262000084,0.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:05:49.262000084,0.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:05:50.262000084,0.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:05:51.262000084,0.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:05:52.262000084,0.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:05:53.262000084,0.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:05:54.262000084,0.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:05:55.262000084,0.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:05:56.262000084,0.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:05:57.262000084,0.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:05:58.262000084,0.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:05:59.262000084,0.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:06:00.262000084,0.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:06:01.262000084,0.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:06:02.262000084,0.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:06:03.262000084,1.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:06:04.262000084,1.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:06:05.262000084,2.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:06:06.262000084,2.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:06:07.262000084,3.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:06:08.262000084,3.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:06:09.262000084,4.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:06:10.262000084,4.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:06:11.262000084,5.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:06:12.262000084,5.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:06:13.262000084,5.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:06:14.262000084,5.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
2025-06-12 19:06:15.262000084,5.0,mc_players_online_local,multipaper-server,10.244.140.132:9100,minecraft-server,multipaper-marina,5d4c584f66,multipaper-server-5d4c584f66-ct5bj,world
