timestamp,value,metric,owner
2025-06-06 06:56:02,265.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:03,541.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:04,751.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:05,921.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:06,1049.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:07,1043.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:08,1049.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:09,1071.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:10,1132.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:11,1146.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:12,1164.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:13,1186.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:14,1195.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:15,1240.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:16,1258.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:17,1305.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:18,1328.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:19,1348.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:20,1403.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:21,1430.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:22,1458.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:23,1485.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:24,1497.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:25,1519.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:26,1567.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:27,1554.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:28,1576.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:29,1636.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:30,1633.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:31,1645.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:32,1662.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:33,1675.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:34,1706.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:35,1725.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:36,1784.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:37,1774.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:38,1837.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:39,1821.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:40,1868.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:41,1861.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:42,1844.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
2025-06-06 06:56:43,1883.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-2bg4c
