timestamp,value,metric,container,id,image,instance,job,name,namespace,pod
2025-06-11 21:47:22.450999975,1728421888.0,container_memory_usage_bytes,multipaper-master-velocity,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod178a4dc4_2d35_4b37_9703_c3985d98e4a0.slice/cri-containerd-282586f47fa8507da14515d703a9faf37b7aa26ff41f96175410732d51d4b4e5.scope,docker.io/itzg/mc-proxy:latest,compute5,kubelet,282586f47fa8507da14515d703a9faf37b7aa26ff41f96175410732d51d4b4e5,multipaper-marina,multipaper-master-velocity-68695768c8-j7hvf
2025-06-11 21:47:33.502000093,1728417792.0,container_memory_usage_bytes,multipaper-master-velocity,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod178a4dc4_2d35_4b37_9703_c3985d98e4a0.slice/cri-containerd-282586f47fa8507da14515d703a9faf37b7aa26ff41f96175410732d51d4b4e5.scope,docker.io/itzg/mc-proxy:latest,compute5,kubelet,282586f47fa8507da14515d703a9faf37b7aa26ff41f96175410732d51d4b4e5,multipaper-marina,multipaper-master-velocity-68695768c8-j7hvf
2025-06-11 21:47:49.299999952,1729236992.0,container_memory_usage_bytes,multipaper-master-velocity,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod178a4dc4_2d35_4b37_9703_c3985d98e4a0.slice/cri-containerd-282586f47fa8507da14515d703a9faf37b7aa26ff41f96175410732d51d4b4e5.scope,docker.io/itzg/mc-proxy:latest,compute5,kubelet,282586f47fa8507da14515d703a9faf37b7aa26ff41f96175410732d51d4b4e5,multipaper-marina,multipaper-master-velocity-68695768c8-j7hvf
2025-06-11 21:48:00.967000008,1729249280.0,container_memory_usage_bytes,multipaper-master-velocity,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod178a4dc4_2d35_4b37_9703_c3985d98e4a0.slice/cri-containerd-282586f47fa8507da14515d703a9faf37b7aa26ff41f96175410732d51d4b4e5.scope,docker.io/itzg/mc-proxy:latest,compute5,kubelet,282586f47fa8507da14515d703a9faf37b7aa26ff41f96175410732d51d4b4e5,multipaper-marina,multipaper-master-velocity-68695768c8-j7hvf
2025-06-11 21:48:15.244999886,1729134592.0,container_memory_usage_bytes,multipaper-master-velocity,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod178a4dc4_2d35_4b37_9703_c3985d98e4a0.slice/cri-containerd-282586f47fa8507da14515d703a9faf37b7aa26ff41f96175410732d51d4b4e5.scope,docker.io/itzg/mc-proxy:latest,compute5,kubelet,282586f47fa8507da14515d703a9faf37b7aa26ff41f96175410732d51d4b4e5,multipaper-marina,multipaper-master-velocity-68695768c8-j7hvf
2025-06-11 21:48:31.627000093,1729597440.0,container_memory_usage_bytes,multipaper-master-velocity,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod178a4dc4_2d35_4b37_9703_c3985d98e4a0.slice/cri-containerd-282586f47fa8507da14515d703a9faf37b7aa26ff41f96175410732d51d4b4e5.scope,docker.io/itzg/mc-proxy:latest,compute5,kubelet,282586f47fa8507da14515d703a9faf37b7aa26ff41f96175410732d51d4b4e5,multipaper-marina,multipaper-master-velocity-68695768c8-j7hvf
2025-06-11 21:48:44.911999941,1729630208.0,container_memory_usage_bytes,multipaper-master-velocity,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod178a4dc4_2d35_4b37_9703_c3985d98e4a0.slice/cri-containerd-282586f47fa8507da14515d703a9faf37b7aa26ff41f96175410732d51d4b4e5.scope,docker.io/itzg/mc-proxy:latest,compute5,kubelet,282586f47fa8507da14515d703a9faf37b7aa26ff41f96175410732d51d4b4e5,multipaper-marina,multipaper-master-velocity-68695768c8-j7hvf
2025-06-11 21:49:04.266000032,1730494464.0,container_memory_usage_bytes,multipaper-master-velocity,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod178a4dc4_2d35_4b37_9703_c3985d98e4a0.slice/cri-containerd-282586f47fa8507da14515d703a9faf37b7aa26ff41f96175410732d51d4b4e5.scope,docker.io/itzg/mc-proxy:latest,compute5,kubelet,282586f47fa8507da14515d703a9faf37b7aa26ff41f96175410732d51d4b4e5,multipaper-marina,multipaper-master-velocity-68695768c8-j7hvf
2025-06-11 21:49:22.088999987,1729589248.0,container_memory_usage_bytes,multipaper-master-velocity,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod178a4dc4_2d35_4b37_9703_c3985d98e4a0.slice/cri-containerd-282586f47fa8507da14515d703a9faf37b7aa26ff41f96175410732d51d4b4e5.scope,docker.io/itzg/mc-proxy:latest,compute5,kubelet,282586f47fa8507da14515d703a9faf37b7aa26ff41f96175410732d51d4b4e5,multipaper-marina,multipaper-master-velocity-68695768c8-j7hvf
2025-06-11 21:49:34.822999954,1729581056.0,container_memory_usage_bytes,multipaper-master-velocity,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod178a4dc4_2d35_4b37_9703_c3985d98e4a0.slice/cri-containerd-282586f47fa8507da14515d703a9faf37b7aa26ff41f96175410732d51d4b4e5.scope,docker.io/itzg/mc-proxy:latest,compute5,kubelet,282586f47fa8507da14515d703a9faf37b7aa26ff41f96175410732d51d4b4e5,multipaper-marina,multipaper-master-velocity-68695768c8-j7hvf
