timestamp,value,metric,app,bot_name,instance,job,namespace,pod_template_hash,source,target
2025-06-03 06:13:59.029999971,0.007,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-568786cc74-2qcg5,10.244.75.204:9090,minecraft-bot,multipaper-marina,568786cc74,multipaper-server-5d4c584f66-4gz49 ,multipaper-server-5d4c584f66-4gz49 
2025-06-03 06:14:00.029999971,0.004,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-568786cc74-2qcg5,10.244.75.204:9090,minecraft-bot,multipaper-marina,568786cc74,multipaper-server-5d4c584f66-4gz49 ,multipaper-server-5d4c584f66-4gz49 
2025-06-03 06:14:01.029999971,0.005,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-568786cc74-2qcg5,10.244.75.204:9090,minecraft-bot,multipaper-marina,568786cc74,multipaper-server-5d4c584f66-4gz49 ,multipaper-server-5d4c584f66-4gz49 
2025-06-03 06:14:02.029999971,0.004,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-568786cc74-2qcg5,10.244.75.204:9090,minecraft-bot,multipaper-marina,568786cc74,multipaper-server-5d4c584f66-4gz49 ,multipaper-server-5d4c584f66-4gz49 
2025-06-03 06:14:03.029999971,0.005,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-568786cc74-2qcg5,10.244.75.204:9090,minecraft-bot,multipaper-marina,568786cc74,multipaper-server-5d4c584f66-4gz49 ,multipaper-server-5d4c584f66-4gz49 
2025-06-03 06:14:04.029999971,0.018,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-568786cc74-2qcg5,10.244.75.204:9090,minecraft-bot,multipaper-marina,568786cc74,multipaper-server-5d4c584f66-4gz49 ,multipaper-server-5d4c584f66-4gz49 
2025-06-03 06:14:05.029999971,0.005,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-568786cc74-2qcg5,10.244.75.204:9090,minecraft-bot,multipaper-marina,568786cc74,multipaper-server-5d4c584f66-4gz49 ,multipaper-server-5d4c584f66-4gz49 
2025-06-03 06:14:06.029999971,0.011,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-568786cc74-2qcg5,10.244.75.204:9090,minecraft-bot,multipaper-marina,568786cc74,multipaper-server-5d4c584f66-4gz49 ,multipaper-server-5d4c584f66-4gz49 
2025-06-03 06:14:07.029999971,0.005,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-568786cc74-2qcg5,10.244.75.204:9090,minecraft-bot,multipaper-marina,568786cc74,multipaper-server-5d4c584f66-4gz49 ,multipaper-server-5d4c584f66-4gz49 
2025-06-03 06:14:08.029999971,0.004,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-568786cc74-2qcg5,10.244.75.204:9090,minecraft-bot,multipaper-marina,568786cc74,multipaper-server-5d4c584f66-4gz49 ,multipaper-server-5d4c584f66-4gz49 
2025-06-03 06:14:09.029999971,0.006,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-568786cc74-2qcg5,10.244.75.204:9090,minecraft-bot,multipaper-marina,568786cc74,multipaper-server-5d4c584f66-4gz49 ,multipaper-server-5d4c584f66-4gz49 
2025-06-03 06:14:10.029999971,0.008,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-568786cc74-2qcg5,10.244.75.204:9090,minecraft-bot,multipaper-marina,568786cc74,multipaper-server-5d4c584f66-4gz49 ,multipaper-server-5d4c584f66-4gz49 
2025-06-03 06:14:11.029999971,0.006,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-568786cc74-2qcg5,10.244.75.204:9090,minecraft-bot,multipaper-marina,568786cc74,multipaper-server-5d4c584f66-4gz49 ,multipaper-server-5d4c584f66-4gz49 
2025-06-03 06:14:12.029999971,0.006,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-568786cc74-2qcg5,10.244.75.204:9090,minecraft-bot,multipaper-marina,568786cc74,multipaper-server-5d4c584f66-4gz49 ,multipaper-server-5d4c584f66-4gz49 
2025-06-03 06:14:13.029999971,0.005,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-568786cc74-2qcg5,10.244.75.204:9090,minecraft-bot,multipaper-marina,568786cc74,multipaper-server-5d4c584f66-4gz49 ,multipaper-server-5d4c584f66-4gz49 
2025-06-03 06:14:14.029999971,0.006,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-568786cc74-2qcg5,10.244.75.204:9090,minecraft-bot,multipaper-marina,568786cc74,multipaper-server-5d4c584f66-4gz49 ,multipaper-server-5d4c584f66-4gz49 
