timestamp,value,metric,owner
2025-06-06 06:20:23,45.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:24,110.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:25,162.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:26,216.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:27,273.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:28,302.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:29,291.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:30,285.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:31,285.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:32,264.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:33,249.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:34,259.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:35,238.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:36,238.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:37,219.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:38,209.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:39,209.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:40,189.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:41,189.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:42,199.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:43,163.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:44,163.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:45,154.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:46,154.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:47,136.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:48,146.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:49,146.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:50,115.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:51,127.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:52,110.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:53,113.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:54,113.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:55,107.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:56,105.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-4pxl7
